OrderNumber,SalesChannel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,SalesTeamID,CustomerNames,CityName,Region ,State,StateCode,ProductName,OrderQuantity,DiscountApplied,UnitPrice,UnitCost
SO - 000227,In-Store,WARE-UHY1004,12/31/2017,6/15/2018,7/12/2018,7/18/2018,USD,Adam Hernandez,OHTA'S Corp,Edison,Northeast,New Jersey,NJ,Bathroom Furniture,1,"0,05","750,4","360,192"
SO - 000228,Wholesale,WARE-NMK1003,4/10/2018,6/15/2018,6/23/2018,6/27/2018,USD,Shawn Torres,Ohio ,Louisville,Northeast,Kentucky,KY,Mirrors,8,"0,075","763,8","504,108"
SO - 000229,In-Store,WARE-PUJ1005,12/31/2017,6/15/2018,6/26/2018,7/2/2018,USD,Stephen Payne,Bare ,Memphis,South,Tennessee,TN,TV and video,6,"0,1","844,2","565,614"
SO - 000230,In-Store,WARE-XYS1001,4/10/2018,6/15/2018,7/5/2018,7/14/2018,USD,Keith Griffin,"PEDIFIX, Corp",Elk Grove,Northeast,California,CA,Wreaths,7,"0,05","261,3","112,359"
SO - 000231,Online,WARE-NBV1002,12/31/2017,6/15/2018,7/6/2018,7/16/2018,USD,Nicholas Cunningham,Niconovum Corp,San Francisco,South,California,CA,Outdoor Decor,2,"0,05","3999,9","2359,941"
SO - 000232,In-Store,WARE-UHY1004,12/31/2017,6/15/2018,6/25/2018,7/3/2018,USD,Chris Armstrong,OHTA'S Corp,Enterprise,Northeast,Nevada,NV,Basketball,6,"0,05","1112,2","811,906"
SO - 000233,In-Store,WARE-NMK1003,4/10/2018,6/15/2018,6/26/2018,7/4/2018,USD,Jonathan Hawkins,Eminence Corp,Naperville (Township),West,Illinois,IL,Photo Frames,2,"0,075","2633,1","1843,17"
SO - 000234,Distributor,WARE-NMK1003,12/31/2017,6/15/2018,7/9/2018,7/13/2018,USD,Joe Price,Medsep Group,Pompano Beach,Northeast,Florida,FL,Serveware,6,"0,2","1018,4","631,408"
SO - 000235,In-Store,WARE-XYS1001,4/10/2018,6/15/2018,6/27/2018,6/30/2018,USD,Adam Hernandez,Burt's Corp,Orange,Northeast,California,CA,Floral,4,"0,15","5219,3","3444,738"
SO - 000236,Distributor,WARE-UHY1004,4/10/2018,6/15/2018,7/13/2018,7/20/2018,USD,Samuel Fowler,Apollo Ltd,Babylon (Town),Midwest,New York,NY,Candles,1,"0,15","3999,9","2359,941"
SO - 000237,Online,WARE-MKL1006,4/10/2018,6/16/2018,6/27/2018,7/1/2018,USD,Anthony Torres,Sundial ,The Woodlands,West,Texas,TX,TV and video,5,"0,4","1721,9","1084,797"
SO - 000238,In-Store,WARE-NMK1003,12/31/2017,6/16/2018,7/5/2018,7/12/2018,USD,Jonathan Hawkins,New Ltd,Olathe,West,Kansas,KS,Platters,6,"0,15",737,"456,94"
SO - 000239,Online,WARE-XYS1001,4/10/2018,6/16/2018,7/7/2018,7/15/2018,USD,Nicholas Cunningham,WakeFern ,Escondido,South,California,CA,Rugs,3,"0,05","1219,4","695,058"
SO - 000240,In-Store,WARE-PUJ1005,12/31/2017,6/16/2018,7/12/2018,7/17/2018,USD,Keith Griffin,Eminence Corp,Cincinnati,Northeast,Ohio,OH,Collectibles,8,"0,05","891,1","712,88"
SO - 000241,In-Store,WARE-NMK1003,4/10/2018,6/16/2018,7/14/2018,7/18/2018,USD,Shawn Cook,Dharma Ltd,Davenport,Midwest,Iowa,IA,Baseball,1,"0,15","978,2","743,432"
SO - 000242,In-Store,WARE-NMK1003,4/10/2018,6/16/2018,7/1/2018,7/10/2018,USD,Joshua Little,Niconovum Corp,Peoria,South,Illinois,IL,Furniture Cushions,1,"0,15","3946,3","1657,446"
SO - 000243,In-Store,WARE-NMK1003,4/10/2018,6/16/2018,7/5/2018,7/6/2018,USD,Jerry Green,Wuxi Group,Calumet,West,Indiana,IN,Wardrobes,2,"0,4","1299,8","922,858"
SO - 000244,Online,WARE-NBV1002,4/10/2018,6/17/2018,7/14/2018,7/24/2018,USD,Nicholas Cunningham,Ohio ,Santa Maria,South,California,CA,Dining Furniture,4,"0,05","5815,6","2791,488"
SO - 000245,In-Store,WARE-NMK1003,4/10/2018,6/17/2018,7/8/2018,7/10/2018,USD,Jerry Green,"Exact-Rx, Corp",Hollywood,West,Florida,FL,Accessories,6,"0,15","1092,1","655,26"
SO - 000246,Distributor,WARE-XYS1001,4/10/2018,6/17/2018,7/10/2018,7/17/2018,USD,Roy Rice,Llorens Ltd,Fremont,Midwest,California,CA,Basketball,6,"0,15",1072,"643,2"
SO - 000247,Online,WARE-UHY1004,4/10/2018,6/17/2018,7/8/2018,7/9/2018,USD,Frank Brown,OUR Ltd,Sterling Heights,Northeast,Michigan,MI,Stemware,5,"0,05",4020,"2653,2"
SO - 000248,Online,WARE-NBV1002,4/10/2018,6/17/2018,7/10/2018,7/15/2018,USD,Anthony Torres,AuroMedics Corp,Richmond,West,California,CA,Dining Furniture,4,"0,15","984,9","669,732"
SO - 000249,Distributor,WARE-MKL1006,4/10/2018,6/17/2018,7/2/2018,7/4/2018,USD,Samuel Fowler,Sundial ,The Woodlands,Midwest,Texas,TX,Dinnerware,7,"0,05","227,8","100,232"
SO - 000250,In-Store,WARE-XYS1001,12/31/2017,6/17/2018,6/23/2018,6/26/2018,USD,Jerry Green,Pure Group,Fremont,West,California,CA,Table Linens,3,"0,15","3993,2","3314,356"
SO - 000251,Online,WARE-NMK1003,12/31/2017,6/17/2018,6/29/2018,7/8/2018,USD,Carl Nguyen,Prasco Group,Lyons (Township),Midwest,Illinois,IL,Candles,4,"0,075","221,1","185,724"
SO - 000252,Online,WARE-NMK1003,4/10/2018,6/18/2018,7/4/2018,7/14/2018,USD,Carl Nguyen,Ohio ,Thornton,Midwest,Colorado,CO,Festive,6,"0,075","3356,7","2819,628"
SO - 000253,In-Store,WARE-PUJ1005,12/31/2017,6/18/2018,7/9/2018,7/15/2018,USD,Adam Hernandez,Amylin Group,Garland,Northeast,Texas,TX,Dining Furniture,1,"0,05","1701,8","1157,224"
SO - 000254,In-Store,WARE-PUJ1005,4/10/2018,6/18/2018,7/8/2018,7/9/2018,USD,Jerry Green,Ei ,The Bronx,West,New York,NY,Cocktail Glasses,3,"0,15","2566,1","2181,185"
SO - 000255,In-Store,WARE-NMK1003,12/31/2017,6/18/2018,6/22/2018,6/26/2018,USD,Joshua Bennett,Capweld ,Thornton,Northeast,Colorado,CO,Bathroom Furniture,4,"0,05","221,1","126,027"
SO - 000256,In-Store,WARE-UHY1004,4/10/2018,6/18/2018,6/30/2018,7/5/2018,USD,Stephen Payne,Dharma Ltd,Albuquerque,South,New Mexico,NM,Serveware,1,"0,1","1782,2","980,21"
SO - 000257,Distributor,WARE-NMK1003,12/31/2017,6/18/2018,7/15/2018,7/16/2018,USD,Roy Rice,Weimei Corp,Denver,Midwest,Colorado,CO,Table Linens,8,"0,05","2003,3","801,32"
SO - 000258,Distributor,WARE-XYS1001,12/31/2017,6/18/2018,7/9/2018,7/16/2018,USD,Anthony Torres,Dharma Ltd,Escondido,West,California,CA,Bathroom Furniture,5,"0,075","2385,2","1502,676"
SO - 000259,Online,WARE-XYS1001,4/10/2018,6/18/2018,7/11/2018,7/17/2018,USD,Todd Roberts,Capweld ,Scottsdale,West,Arizona,AZ,Floral,1,"0,1","2231,1","1784,88"
SO - 000260,In-Store,WARE-NMK1003,4/10/2018,6/18/2018,7/2/2018,7/7/2018,USD,Jonathan Hawkins,Mylan Corp,Fort Lauderdale,West,Florida,FL,Table Linens,1,"0,05",1005,"412,05"
SO - 000261,Distributor,WARE-PUJ1005,4/10/2018,6/18/2018,7/12/2018,7/19/2018,USD,Douglas Tucker,Medline ,Hillsboro,Midwest,Oregon,OR,Rugs,7,"0,05","2693,4","1939,248"
SO - 000262,Online,WARE-NMK1003,4/10/2018,6/18/2018,7/10/2018,7/11/2018,USD,Frank Brown,Uriel Group,Stamford (Town),Northeast,Connecticut,CT,Clocks,4,"0,075","1105,5","652,245"
SO - 000263,Online,WARE-NBV1002,4/10/2018,6/19/2018,7/10/2018,7/17/2018,USD,Frank Brown,Prasco Group,Visalia,Northeast,California,CA,Floor Lamps,1,"0,075","1909,5","1088,415"
SO - 000264,Distributor,WARE-NMK1003,4/10/2018,6/19/2018,6/21/2018,6/26/2018,USD,Samuel Fowler,Amylin Group,Thornton (Township),Midwest,Illinois,IL,Wardrobes,7,"0,2","1118,9","850,364"
SO - 000265,In-Store,WARE-NMK1003,4/10/2018,6/19/2018,6/28/2018,7/3/2018,USD,Joshua Little,Nipro ,Colorado Springs,South,Colorado,CO,Cocktail Glasses,7,"0,2","1038,5","758,105"
SO - 000266,In-Store,WARE-NMK1003,12/31/2017,6/19/2018,6/28/2018,7/4/2018,USD,Adam Hernandez,Qualitest ,Miami,Northeast,Florida,FL,Vanities,6,"0,05","6324,8","4300,864"
SO - 000267,In-Store,WARE-XYS1001,12/31/2017,6/19/2018,6/27/2018,7/1/2018,USD,Jerry Green,"3LAB, Ltd",Antioch,West,California,CA,Baseball,7,"0,2",1005,"502,5"
SO - 000268,In-Store,WARE-NMK1003,4/10/2018,6/19/2018,7/14/2018,7/17/2018,USD,Jerry Green,Rochester Ltd,Wheeling (Township),West,Illinois,IL,Photo Frames,5,"0,075","1293,1","659,481"
SO - 000269,In-Store,WARE-NBV1002,4/10/2018,6/19/2018,7/16/2018,7/26/2018,USD,Adam Hernandez,Medsep Group,Santa Clarita,Northeast,California,CA,Clocks,6,"0,4","844,2","540,288"
SO - 000270,In-Store,WARE-PUJ1005,4/10/2018,6/19/2018,7/7/2018,7/14/2018,USD,Joshua Bennett,Wuxi Group,El Paso,Northeast,Texas,TX,Cookware,4,"0,05","247,9","195,841"
SO - 000271,Distributor,WARE-UHY1004,12/31/2017,6/19/2018,6/26/2018,6/28/2018,USD,Samuel Fowler,Medline ,Sterling Heights,Midwest,Michigan,MI,Floral,7,"0,3","174,2","139,36"
SO - 000272,In-Store,WARE-PUJ1005,4/10/2018,6/20/2018,7/11/2018,7/17/2018,USD,Keith Griffin,S.S.S. Group,Akron,Northeast,Ohio,OH,Dining Furniture,6,"0,1","1025,1","707,319"
SO - 000273,Distributor,WARE-MKL1006,12/31/2017,6/20/2018,7/1/2018,7/6/2018,USD,Samuel Fowler,Qualitest ,The Woodlands,Midwest,Texas,TX,Accessories,3,"0,15","3068,6","2301,45"
SO - 000274,Online,WARE-NMK1003,12/31/2017,6/20/2018,7/9/2018,7/11/2018,USD,Anthony Berry,Winthrop ,Hollywood,West,Florida,FL,Table Lamps,2,"0,075","241,2","115,776"
SO - 000275,In-Store,WARE-NMK1003,4/10/2018,6/20/2018,7/12/2018,7/17/2018,USD,Joshua Little,Burt's Corp,Louisville,South,Kentucky,KY,Audio,1,"0,2","174,2","139,36"
SO - 000276,In-Store,WARE-XYS1001,12/31/2017,6/20/2018,7/3/2018,7/13/2018,USD,Jerry Green,21st Ltd,El Cajon,West,California,CA,Platters,2,"0,2","2505,8","1804,176"
SO - 000277,Distributor,WARE-UHY1004,12/31/2017,6/20/2018,7/17/2018,7/20/2018,USD,Patrick Graham,Amylin Group,Greensboro,South,North Carolina,NC,Candleholders,7,"0,15","2599,6","1637,748"
SO - 000278,Online,WARE-NMK1003,12/31/2017,6/20/2018,6/24/2018,6/28/2018,USD,Shawn Wallace,Ascend Ltd,Aurora,South,Illinois,IL,Phones,6,"0,15",2278,"1503,48"
SO - 000279,Distributor,WARE-MKL1006,4/10/2018,6/21/2018,7/13/2018,7/21/2018,USD,Roy Rice,Uriel Group,Newport News,Midwest,Virginia,VA,TV and video,2,"0,075","1092,1","589,734"
SO - 000280,Wholesale,WARE-XYS1001,4/10/2018,6/21/2018,7/4/2018,7/7/2018,USD,Patrick Graham,Select ,Inglewood,South,California,CA,Dinnerware,5,"0,2",1139,"933,98"
SO - 000281,In-Store,WARE-MKL1006,12/31/2017,6/21/2018,7/2/2018,7/10/2018,USD,Chris Armstrong,Ei ,San Angelo,Northeast,Texas,TX,Audio,2,"0,15",1675,1072
SO - 000282,Wholesale,WARE-UHY1004,4/10/2018,6/21/2018,6/29/2018,7/2/2018,USD,Donald Reynolds,Weimei Corp,Billings,South,Montana,MT,Candles,2,"0,05","1011,7","687,956"
SO - 000283,Wholesale,WARE-NMK1003,4/10/2018,6/21/2018,7/16/2018,7/21/2018,USD,Shawn Torres,Apollo Ltd,Miramar,Northeast,Florida,FL,Sculptures,7,"0,1",938,"412,72"
SO - 000284,Wholesale,WARE-XYS1001,4/10/2018,6/21/2018,7/16/2018,7/26/2018,USD,Carlos Miller,"Fenwal, Corp",Ontario,West,California,CA,Photo Frames,8,"0,05","2566,1","1052,101"
SO - 000285,Distributor,WARE-NMK1003,4/10/2018,6/22/2018,7/16/2018,7/24/2018,USD,Roy Rice,ETUDE Ltd,Thornton (Township),Midwest,Illinois,IL,Outdoor Decor,5,"0,1",871,"374,53"
SO - 000286,In-Store,WARE-NBV1002,4/10/2018,6/22/2018,7/17/2018,7/21/2018,USD,Keith Griffin,ETUDE Ltd,Sunnyvale,Northeast,California,CA,Basketball,1,"0,1","2485,7","1789,704"
SO - 000287,In-Store,WARE-MKL1006,4/10/2018,6/22/2018,7/13/2018,7/17/2018,USD,Adam Hernandez,Select ,Green Bay,Northeast,Wisconsin,WI,Collectibles,4,"0,4",2345,"1922,9"
SO - 000288,Online,WARE-XYS1001,4/10/2018,6/22/2018,7/12/2018,7/21/2018,USD,Roger Alexander,Qualitest ,Los Angeles,Midwest,California,CA,Wreaths,2,"0,05","1118,9","749,663"
SO - 000289,In-Store,WARE-XYS1001,4/10/2018,6/22/2018,6/25/2018,7/2/2018,USD,Joshua Little,Burt's Corp,Phoenix,South,Arizona,AZ,Bean Bags,4,"0,1","1996,6","1397,62"
SO - 000290,In-Store,WARE-NMK1003,4/10/2018,6/22/2018,7/10/2018,7/20/2018,USD,Joshua Little,"PEDIFIX, Corp",Miami Gardens,South,Florida,FL,Floor Lamps,1,"0,075","710,2","390,61"
SO - 000291,Online,WARE-NMK1003,4/10/2018,6/22/2018,7/15/2018,7/22/2018,USD,Todd Roberts,"PEDIFIX, Corp",Baton Rouge,West,Louisiana,LA,Table Linens,4,"0,05","3979,8","1790,91"
SO - 000292,In-Store,WARE-MKL1006,12/31/2017,6/22/2018,7/11/2018,7/13/2018,USD,George Lewis,Ei ,San Angelo,West,Texas,TX,Phones,3,"0,075","1025,1","440,793"
SO - 000293,In-Store,WARE-NMK1003,12/31/2017,6/22/2018,7/4/2018,7/9/2018,USD,Jerry Green,"Elorac, Corp",Wichita,West,Kansas,KS,Baseball,7,"0,2","2519,2","1309,984"
SO - 000294,Online,WARE-NMK1003,12/31/2017,6/22/2018,7/18/2018,7/25/2018,USD,Roger Alexander,O.E. Ltd,Boise City,Midwest,Idaho,ID,Photo Frames,7,"0,05","5031,7","3471,873"
SO - 000295,Online,WARE-PUJ1005,4/10/2018,6/23/2018,7/1/2018,7/4/2018,USD,Nicholas Cunningham,Wuxi Group,Beaumont,South,Texas,TX,Sculptures,1,"0,1","1829,1","768,222"
SO - 000296,In-Store,WARE-PUJ1005,4/10/2018,6/23/2018,7/16/2018,7/22/2018,USD,Stephen Payne,"Apotheca, Ltd",Memphis,South,Tennessee,TN,TV and video,5,"0,075",1072,"900,48"
SO - 000297,In-Store,WARE-UHY1004,4/10/2018,6/23/2018,7/8/2018,7/14/2018,USD,Stephen Payne,Apollo Ltd,Woodbridge (Township),South,New Jersey,NJ,Vases,1,"0,2","2539,3","1828,296"
SO - 000298,In-Store,WARE-PUJ1005,4/10/2018,6/23/2018,7/11/2018,7/18/2018,USD,Joshua Little,Burt's Corp,Islip,South,New York,NY,Collectibles,1,"0,075","3899,4","2027,688"
SO - 000299,In-Store,WARE-MKL1006,4/10/2018,6/24/2018,6/27/2018,6/30/2018,USD,Stephen Payne,Ascend Ltd,Madison,South,Wisconsin,WI,Platters,3,"0,2","5045,1","3380,217"
SO - 000300,Online,WARE-NMK1003,4/10/2018,6/24/2018,7/14/2018,7/15/2018,USD,Nicholas Cunningham,Ascend Ltd,Lehigh Acres,South,Florida,FL,Mirrors,8,"0,05",1005,"522,6"
SO - 000301,Wholesale,WARE-NMK1003,4/10/2018,6/24/2018,7/10/2018,7/17/2018,USD,Shawn Torres,Pacific Ltd,Center,Northeast,Indiana,IN,Audio,7,"0,1","2438,8","1219,4"
SO - 000302,In-Store,WARE-NMK1003,4/10/2018,6/25/2018,7/10/2018,7/13/2018,USD,Joshua Little,U.S. Ltd,Aurora (Township),South,Illinois,IL,Wall Frames,4,"0,3","3336,6","2035,326"
SO - 000303,In-Store,WARE-UHY1004,4/10/2018,6/25/2018,7/14/2018,7/15/2018,USD,Adam Hernandez,Ascend Ltd,Spring Valley,Northeast,Nevada,NV,TV and video,4,"0,15","1098,8","857,064"
SO - 000304,Online,WARE-NBV1002,4/10/2018,6/25/2018,7/18/2018,7/21/2018,USD,Nicholas Cunningham,Procter Corp,Sacramento,South,California,CA,Bar Tools,2,"0,075","1902,8","970,428"
SO - 000305,Online,WARE-NMK1003,12/31/2017,6/25/2018,7/5/2018,7/13/2018,USD,Frank Brown,OHTA'S Corp,Chicago,Northeast,Illinois,IL,Outdoor Decor,4,"0,075","3477,3","2190,699"
SO - 000306,Wholesale,WARE-NMK1003,4/10/2018,6/26/2018,7/13/2018,7/17/2018,USD,Donald Reynolds,O.E. Ltd,Louisville,South,Kentucky,KY,Blankets,1,"0,1","2599,6","1481,772"
SO - 000307,Online,WARE-PUJ1005,4/10/2018,6/26/2018,7/20/2018,7/22/2018,USD,Carl Nguyen,Avon Corp,North Charleston,Midwest,South Carolina,SC,Dinnerware,1,"0,075","1078,7","506,989"
SO - 000308,Online,WARE-NMK1003,12/31/2017,6/26/2018,7/15/2018,7/19/2018,USD,Frank Brown,Capweld ,Lexington-Fayette,Northeast,Kentucky,KY,Candleholders,5,"0,2","1045,2","533,052"
SO - 000309,Online,WARE-NMK1003,12/31/2017,6/26/2018,7/19/2018,7/22/2018,USD,Roger Alexander,Ohio ,Downers Grove (Township),Midwest,Illinois,IL,Cookware,2,"0,05","1125,6","787,92"
SO - 000310,In-Store,WARE-NMK1003,4/10/2018,6/26/2018,7/16/2018,7/18/2018,USD,Adam Hernandez,Linde ,North,Northeast,Indiana,IN,Wine Storage,8,"0,05","1105,5","762,795"
SO - 000311,Online,WARE-NBV1002,12/31/2017,6/26/2018,7/24/2018,8/3/2018,USD,Shawn Wallace,Sundial ,Torrance,South,California,CA,Sculptures,1,"0,1","2606,3","1668,032"
SO - 000312,Distributor,WARE-UHY1004,4/10/2018,6/26/2018,7/1/2018,7/11/2018,USD,Joe Price,Weimei Corp,Billings,Northeast,Montana,MT,TV and video,8,"0,075","227,8","95,676"
SO - 000313,Distributor,WARE-NMK1003,4/10/2018,6/26/2018,7/20/2018,7/24/2018,USD,Joe Price,Amylin Group,York,Northeast,Illinois,IL,Pendants,7,"0,05","167,5","123,95"
SO - 000314,In-Store,WARE-UHY1004,12/31/2017,6/26/2018,7/8/2018,7/11/2018,USD,Shawn Cook,Ohio ,Enterprise,Midwest,Nevada,NV,Stemware,3,"0,1","1145,7","538,479"
SO - 000315,In-Store,WARE-PUJ1005,4/10/2018,6/26/2018,7/12/2018,7/13/2018,USD,Chris Armstrong,AuroMedics Corp,Laredo,Northeast,Texas,TX,Clocks,7,"0,075","2599,6","2157,668"
SO - 000316,Distributor,WARE-NMK1003,4/10/2018,6/27/2018,7/9/2018,7/17/2018,USD,Roy Rice,Linde ,Tallahassee,Midwest,Florida,FL,Basketball,1,"0,05","3939,6","1969,8"
SO - 000317,In-Store,WARE-NMK1003,4/10/2018,6/27/2018,7/18/2018,7/21/2018,USD,Keith Griffin,Eminence Corp,Waterbury (Town),Northeast,Connecticut,CT,Platters,8,"0,075",2881,"1584,55"
SO - 000318,In-Store,WARE-NMK1003,4/10/2018,6/27/2018,7/4/2018,7/6/2018,USD,Jerry Green,Capweld ,New Haven (Town),West,Connecticut,CT,Festive,2,"0,05","3852,5","2003,3"
SO - 000319,Wholesale,WARE-XYS1001,4/10/2018,6/27/2018,7/4/2018,7/10/2018,USD,Shawn Torres,"Fenwal, Corp",Orange,Northeast,California,CA,Bean Bags,2,"0,05",1139,"546,72"
SO - 000320,Distributor,WARE-NMK1003,4/10/2018,6/27/2018,7/6/2018,7/9/2018,USD,Douglas Tucker,New Ltd,Olathe,Midwest,Kansas,KS,TV and video,4,"0,05","2519,2","2040,552"
SO - 000321,In-Store,WARE-NBV1002,12/31/2017,6/27/2018,7/18/2018,7/23/2018,USD,Joshua Ryan,Trigen ,Temecula,Midwest,California,CA,Bean Bags,1,"0,15","1192,6","703,634"
SO - 000322,In-Store,WARE-UHY1004,4/10/2018,6/27/2018,6/29/2018,7/9/2018,USD,Stephen Payne,Eminence Corp,Grand Rapids,South,Michigan,MI,Mirrors,5,"0,075",2412,"1013,04"
SO - 000323,In-Store,WARE-NMK1003,4/10/2018,6/27/2018,7/18/2018,7/22/2018,USD,Joshua Ryan,"PEDIFIX, Corp",Spring Hill,Midwest,Florida,FL,Audio,7,"0,05",2479,"2057,57"
SO - 000324,Wholesale,WARE-PUJ1005,4/10/2018,6/27/2018,7/13/2018,7/14/2018,USD,Donald Reynolds,21st Ltd,Grand Prairie,South,Texas,TX,Table Linens,7,"0,1","1956,4","1330,352"
SO - 000325,Online,WARE-NMK1003,4/10/2018,6/27/2018,7/5/2018,7/14/2018,USD,Roger Alexander,ETUDE Ltd,Springfield,Midwest,Illinois,IL,Bean Bags,5,"0,3","1078,7","722,729"
SO - 000326,In-Store,WARE-NBV1002,12/31/2017,6/27/2018,7/12/2018,7/22/2018,USD,Joshua Bennett,Capweld ,San Diego,Northeast,California,CA,Candles,1,"0,075","1212,7","945,906"
SO - 000327,Online,WARE-UHY1004,4/10/2018,6/27/2018,7/6/2018,7/13/2018,USD,Shawn Wallace,"Fenwal, Corp",Las Vegas,South,Nevada,NV,Pendants,5,"0,075","978,2","821,688"
SO - 000328,In-Store,WARE-PUJ1005,4/10/2018,6/27/2018,7/14/2018,7/18/2018,USD,Chris Armstrong,Dharma Ltd,Syracuse,Northeast,New York,NY,Home Fragrances,3,"0,05","174,2","120,198"
SO - 000329,Online,WARE-UHY1004,4/10/2018,6/27/2018,7/8/2018,7/12/2018,USD,Nicholas Cunningham,Prasco Group,St. Louis,South,Missouri,MO,Furniture Cushions,3,"0,15","1125,6","630,336"
SO - 000330,Online,WARE-PUJ1005,4/10/2018,6/28/2018,7/10/2018,7/11/2018,USD,Anthony Torres,Bare ,Eugene,West,Oregon,OR,Computers,6,"0,15","1065,3","468,732"
SO - 000331,Online,WARE-NBV1002,4/10/2018,6/28/2018,7/16/2018,7/22/2018,USD,Roger Alexander,Apollo Ltd,Pomona,Midwest,California,CA,Dining Furniture,5,"0,075","3892,7","2724,89"
SO - 000332,Online,WARE-PUJ1005,4/10/2018,6/28/2018,7/18/2018,7/26/2018,USD,Frank Brown,Qualitest ,Charleston,Northeast,South Carolina,SC,Baseball,2,"0,3","207,7","120,466"
SO - 000333,In-Store,WARE-NBV1002,4/10/2018,6/28/2018,7/13/2018,7/18/2018,USD,Jerry Green,Pacific Ltd,Santa Clara,West,California,CA,Accessories,7,"0,3","1185,9","948,72"
SO - 000334,In-Store,WARE-MKL1006,4/10/2018,6/28/2018,7/10/2018,7/17/2018,USD,Jonathan Hawkins,Rochester Ltd,Hampton,West,Virginia,VA,Basketball,2,"0,15","2586,2","1629,306"
SO - 000335,In-Store,WARE-XYS1001,4/10/2018,6/28/2018,7/8/2018,7/13/2018,USD,George Lewis,Mylan Corp,Corona,West,California,CA,Wall Coverings,4,"0,3","2579,5","1960,42"
SO - 000336,Online,WARE-XYS1001,4/10/2018,6/28/2018,7/21/2018,7/27/2018,USD,Anthony Berry,New Ltd,Clovis,West,California,CA,Clocks,8,"0,075","6378,4","2806,496"
SO - 000337,Distributor,WARE-PUJ1005,4/10/2018,6/28/2018,7/3/2018,7/11/2018,USD,Roy Rice,Mylan Corp,Salem,Midwest,Oregon,OR,Candleholders,7,"0,2","3008,3","2226,142"
SO - 000338,In-Store,WARE-NMK1003,4/10/2018,6/28/2018,7/25/2018,8/1/2018,USD,Joshua Little,Bare ,Atlanta,South,Georgia,GA,Bar Tools,3,"0,075","1755,4","930,362"
SO - 000339,Online,WARE-NMK1003,12/31/2017,6/28/2018,7/9/2018,7/10/2018,USD,Todd Roberts,Dharma Ltd,Peoria City,West,Illinois,IL,Mirrors,8,"0,075",1139,"740,35"
SO - 000340,In-Store,WARE-XYS1001,4/10/2018,6/28/2018,7/13/2018,7/17/2018,USD,Joshua Little,U.S. Ltd,Irvine,South,California,CA,Wardrobes,5,"0,075","6157,3","4556,402"
SO - 000341,Online,WARE-XYS1001,4/10/2018,6/28/2018,7/25/2018,8/3/2018,USD,Shawn Wallace,Trigen ,Inglewood,South,California,CA,Rugs,7,"0,1","2231,1","1093,239"
SO - 000342,In-Store,WARE-NBV1002,4/10/2018,6/28/2018,7/15/2018,7/18/2018,USD,Joshua Little,E. Ltd,Riverside,South,California,CA,Cocktail Glasses,7,"0,1",2479,"1859,25"
SO - 000343,Distributor,WARE-XYS1001,4/10/2018,6/29/2018,7/6/2018,7/15/2018,USD,Samuel Fowler,Amylin Group,Bakersfield,Midwest,California,CA,Blankets,4,"0,05","6391,8","4793,85"
SO - 000344,Wholesale,WARE-PUJ1005,4/10/2018,6/29/2018,7/19/2018,7/20/2018,USD,Shawn Torres,ETUDE Ltd,Hempstead (Town),Northeast,New York,NY,Floor Lamps,2,"0,05",1139,"660,62"
SO - 000345,Online,WARE-NMK1003,4/10/2018,6/29/2018,7/1/2018,7/8/2018,USD,Anthony Torres,Ascend Ltd,Overland Park,West,Kansas,KS,Clocks,3,"0,1","2586,2","1681,03"
SO - 000346,In-Store,WARE-UHY1004,4/10/2018,6/29/2018,7/4/2018,7/8/2018,USD,Adam Hernandez,O.E. Ltd,Boston,Northeast,Massachusetts,MA,Table Linens,4,"0,05","3899,4","1871,712"
SO - 000347,In-Store,WARE-NBV1002,4/10/2018,6/29/2018,7/24/2018,7/29/2018,USD,George Lewis,Prasco Group,Stockton,West,California,CA,Festive,8,"0,05","951,4","599,382"
SO - 000348,In-Store,WARE-NMK1003,4/10/2018,6/30/2018,7/20/2018,7/24/2018,USD,Chris Armstrong,Medsep Group,Proviso,Northeast,Illinois,IL,Wardrobes,1,"0,05","5607,9","3476,898"
SO - 000349,In-Store,WARE-PUJ1005,4/10/2018,6/30/2018,7/4/2018,7/11/2018,USD,Joshua Bennett,Medline ,Staten Island,Northeast,New York,NY,Platters,2,"0,075","1165,8","827,718"
SO - 000350,Online,WARE-PUJ1005,4/10/2018,6/30/2018,7/27/2018,8/6/2018,USD,Anthony Berry,Pure Group,Yonkers,West,New York,NY,Pillows,2,"0,05","1949,7","1520,766"
SO - 000351,Distributor,WARE-NMK1003,4/10/2018,6/30/2018,7/11/2018,7/16/2018,USD,Samuel Fowler,Select ,Cedar Rapids,Midwest,Iowa,IA,Bedroom Furniture,8,"0,1",3685,"2690,05"
SO - 000352,Distributor,WARE-MKL1006,4/10/2018,6/30/2018,7/17/2018,7/26/2018,USD,Anthony Torres,"Elorac, Corp",Midland,West,Texas,TX,Furniture Cushions,2,"0,4","2633,1","1816,839"
SO - 000353,Online,WARE-PUJ1005,4/10/2018,6/30/2018,7/11/2018,7/13/2018,USD,Nicholas Cunningham,Mylan Corp,Staten Island,South,New York,NY,Accessories,1,"0,075",1072,"460,96"
